benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
micro,0,1,true,9,n/a,8,riak,1,100000,73959900,73959900,NaN,NaN,0,NaN,NaN
