benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
micro,0,1,true,9,n/a,5,riak,1,100000,62904442,62904442,NaN,NaN,0,NaN,NaN
