benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
micro,60,3,false,1,RC,1,pg_crdt,1,100000,21618688,18989056,0.002011,496.651,26820,0.000000,0.003519
micro,60,3,false,1,RC,1,pg_crdt,2,50000,12607488,9863168,0.002085,479.260,25881,0.000000,0.003557
micro,60,3,false,1,RC,1,pg_crdt,4,25000,7766016,5357568,0.002058,485.125,26198,0.000000,0.003557
micro,60,3,false,1,RC,1,pg_crdt,8,12500,5062656,3006464,0.002179,458.519,24760,0.000000,0.003718
micro,60,3,false,1,RC,1,pg_crdt,16,6250,3424256,1941504,0.002339,427.054,23062,0.000000,0.003952
micro,60,3,false,1,RC,1,pg_crdt,32,3125,2400256,1384448,0.002604,383.788,20725,0.000000,0.004322
micro,60,3,false,1,RC,1,pg_crdt,64,1562,1679360,1056768,0.003470,287.878,15546,0.000000,0.005481
micro,60,3,false,1,RC,1,pg_crdt,128,781,1138688,761856,0.004855,205.810,11115,0.000000,0.007391
