benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,operation,rt,tps,ct,ar,rtP95
micro,60,3,false,1,RC,1,electric,64,1562,setGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,64,1562,mapValue,0.000516,389.230,21019,0.000000,0.000783
micro,60,3,false,1,RC,1,electric,64,1562,registerGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,64,1562,setRmv,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,64,1562,registerSet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,64,1562,total,0.001284,777.078,41963,0.000000,0.002348
micro,60,3,false,1,RC,1,electric,64,1562,setClear,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,64,1562,mapRmv,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,128,781,mapContains,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,128,781,mapRmv,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,128,781,total,0.001290,772.942,41739,0.000000,0.002334
micro,60,3,false,1,RC,1,electric,128,781,mapValue,0.000524,387.076,20902,0.000000,0.000779
micro,60,3,false,1,RC,1,electric,128,781,setClear,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,128,781,registerSet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,128,781,mapAdd,0.002059,385.866,20837,0.000000,0.002408
micro,60,3,false,1,RC,1,electric,128,781,registerGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,128,781,mapClear,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,128,781,setRmv,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,128,781,setContains,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,128,781,setAdd,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,128,781,setGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,electric,128,781,mapGet,NaN,0.000,0,NaN,NaN
