benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
micro,60,3,false,1,RC,1,native,1,100000,7667712,7667712,0.001041,957.605,51711,0.000000,0.001872
micro,60,3,false,1,RC,1,native,2,50000,7659520,7659520,0.001043,957.218,51691,0.000000,0.001881
micro,60,3,false,1,RC,1,native,4,25000,7643136,7643136,0.001048,951.097,51360,0.000000,0.001885
micro,60,3,false,1,RC,1,native,8,12500,7610368,7610368,0.001031,967.630,52253,0.000000,0.001846
micro,60,3,false,1,RC,1,native,16,6250,7585792,7585792,0.001036,962.535,51978,0.000000,0.001879
micro,60,3,false,1,RC,1,native,32,3125,7569408,7569408,0.001056,943.655,50958,0.000000,0.001875
micro,60,3,false,1,RC,1,native,64,1562,7544832,7544832,0.001056,944.492,51003,0.000000,0.001884
micro,60,3,false,1,RC,1,native,128,781,7528448,7528448,0.001048,953.080,51467,0.000000,0.001856
