benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
micro,60,3,false,1,RC,1,electric,1,100000,28704768,28319744,0.001231,813.413,43925,0.000000,0.002295
micro,60,3,false,1,RC,1,electric,2,50000,28639232,28303360,0.001262,790.362,42680,0.000000,0.002324
micro,60,3,false,1,RC,1,electric,4,25000,28598272,28270592,0.001281,778.337,42031,0.000000,0.002344
micro,60,3,false,1,RC,1,electric,8,12500,28573696,28205056,0.001271,787.339,42517,0.000000,0.002303
micro,60,3,false,1,RC,1,electric,16,6250,28491776,28155904,0.001275,782.908,42278,0.000000,0.002331
micro,60,3,false,1,RC,1,electric,32,3125,28475392,28123136,0.001239,804.722,43455,0.000000,0.002308
micro,60,3,false,1,RC,1,electric,64,1562,28385280,28065792,0.001284,777.078,41963,0.000000,0.002348
micro,60,3,false,1,RC,1,electric,128,781,28360704,28033024,0.001290,772.942,41739,0.000000,0.002334
