benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,operation,rt,tps,ct,ar,rtP95
micro,60,3,false,1,RC,1,pg_crdt,32,3125,registerGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,32,3125,listAdd,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,32,3125,mapGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,32,3125,listGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,32,3125,total,0.002604,383.788,20725,0.000000,0.004322
micro,60,3,false,1,RC,1,pg_crdt,64,1562,listGetAt,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,setContains,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,counterInc,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,registerGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,listAdd,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,listAppend,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,counterGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,mapAdd,0.004998,144.340,7795,0.000000,0.005629
micro,60,3,false,1,RC,1,pg_crdt,64,1562,mapContains,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,mapValue,0.001934,143.538,7751,0.000000,0.002238
micro,60,3,false,1,RC,1,pg_crdt,64,1562,setAdd,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,mapRmv,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,registerSet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,listGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,total,0.003470,287.878,15546,0.000000,0.005481
micro,60,3,false,1,RC,1,pg_crdt,64,1562,counterDec,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,listPrepend,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,setRmv,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,setGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,64,1562,mapGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,mapContains,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,setContains,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,listAppend,NaN,0.000,0,NaN,NaN
