benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,mergeBatchSize,mergeDelta,mergeParallelism,readMode,writeMode,endSize,startSize,rt,tps,ct,ar,rtP95,writePercentage
micro,10,1,true,64,RC,1,sync,1,1,10000,0.05,1,local,sync,712704,122880,0.092542,689.768,5557,0.000000,0.142254,100
