benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,mergeBatchSize,mergeDelta,mergeParallelism,readMode,writeMode,endSize,startSize,rt,tps,ct,ar,rtP95,writePercentage
micro,10,1,true,64,RC,1,async,1,1,10000,0.05,1,all,async,131072,122880,0.001751,36446.477,291595,0.000000,0.003985,0
