engine,type,name,ip,bytes_sent,bytes_recv,total
riak,map,$\mathregular{Add_1}$,-,0,0,0
riak,map,$\mathregular{Add_1}$,172.31.25.248,54613267,1305987,55919254
riak,map,$\mathregular{Add_1}$,172.31.31.238,499500,4673272,5172772
riak,map,$\mathregular{Add_1}$,198.235.24.181,0,0,0
