engine,type,name,ip,bytes_sent,bytes_recv,total
pg_crdt_local_op,map,$\mathregular{Add_1}$,169.254.169.254,248,527,775
pg_crdt_local_op,map,$\mathregular{Add_1}$,172.31.31.195,24777164,29939895,54717059
pg_crdt_local_op,map,$\mathregular{Add_1}$,52.95.22.56,3106,6213,9319
