engine,type,name,ip,bytes_sent,bytes_recv,total
pg_crdt_local_op,map,$\mathregular{Get_1}$,-,0,0,0
pg_crdt_local_op,map,$\mathregular{Get_1}$,172.31.31.195,256,316,572
