engine,type,name,ip,bytes_sent,bytes_recv,total
crdv,map,$\mathregular{Value_1}$,143.198.98.179,0,0,0
crdv,map,$\mathregular{Value_1}$,172.31.25.248,3357,4068,7425
crdv,map,$\mathregular{Value_1}$,172.31.31.238,3662173,4541930,8204103
crdv,map,$\mathregular{Value_1}$,89.181.230.217,380,276,656
