engine,type,name,ip,bytes_sent,bytes_recv,total
riak,map,$\mathregular{Get_1}$,-,0,0,0
riak,map,$\mathregular{Get_1}$,172.31.25.248,148338,3276,151614
riak,map,$\mathregular{Get_1}$,172.31.31.238,5088391,2583290,7671681
