engine,type,name,ip,bytes_sent,bytes_recv,total
crdv,map,$\mathregular{Add_{100}}$,169.254.169.254,248,527,775
crdv,map,$\mathregular{Add_{100}}$,172.31.25.248,34655295,6183040,40838335
crdv,map,$\mathregular{Add_{100}}$,172.31.31.238,3562649,5608661,9171310
crdv,map,$\mathregular{Add_{100}}$,79.124.49.158,0,0,0
crdv,map,$\mathregular{Add_{100}}$,99.78.178.218,3106,6213,9319
