benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,mergeBatchSize,mergeDelta,mergeParallelism,readMode,writeMode,endSize,startSize,rt,tps,ct,ar,rtP95,writePercentage
micro,60,3,true,64,RC,1,no-mat,1,1,10000,0.05,0,all,no-mat,131072,122880,0.001074,60032.894,3241837,0.000000,0.001652,0
