benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
micro,60,3,true,64,RC,1,native,512,1,368640,172032,0.002037,31394.167,1695316,0.000000,0.003147
