benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,mergeBatchSize,mergeDelta,mergeParallelism,readMode,writeMode,endSize,startSize,rt,tps,ct,ar,rtP95
micro,60,3,true,64,RC,1,crdv-sync,16,1,1000,1,1,local,sync,29089792,122880,0.009135,7000.965,378095,0.000000,0.024469
