benchmark,time,runs,noReload,workers,isolation,sites,counters,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
delay,60,1,true,2,RC,1,100,pg_crdt,0,0,638976,0,0.003427,583.060,31486,0.000000,0.004101
