time,workers,delay,tps
0.0,2,0.8,501.0
1.0,2,0.4,501.0
2.0,2,0.0,499.0
3.0,2,0.2,696.0
4.0,2,0.0,676.0
5.0,2,0.0,659.0
6.0,2,0.0,670.0
7.0,2,0.0,664.0
8.0,2,0.0,642.0
9.0,2,0.6,658.0
10.0,2,19.2,655.0
11.0,2,53.333333333333336,600.0
12.0,2,86.6,657.0
13.0,2,139.6,652.0
14.0,2,199.4,629.0
15.0,2,267.8,636.0
16.0,2,314.0,636.0
17.0,2,369.6,586.0
18.0,2,451.6,628.0
19.0,2,521.6,620.0
20.0,2,608.4,564.0
21.0,2,680.6666666666666,585.0
22.0,2,747.8,612.0
23.0,2,838.4,612.0
24.0,2,943.6,581.0
25.0,2,1196.8,585.0
26.0,2,1489.7777777777778,564.0
27.0,2,1767.2,561.0
28.0,2,2046.4,546.0
29.0,2,2296.8,545.0
30.0,2,2547.3333333333335,570.0
31.0,2,2814.2,570.0
32.0,2,3117.8,570.0
33.0,2,3436.2,575.0
34.0,2,3726.6,570.0
35.0,2,4008.6666666666665,568.0
36.0,2,4294.2,547.0
37.0,2,4561.4,569.0
38.0,2,4719.2,555.0
39.0,2,4827.333333333333,559.0
40.0,2,4914.4,538.0
41.0,2,4998.0,550.0
42.0,2,5094.2,544.0
43.0,2,5191.2,542.0
44.0,2,5268.666666666667,557.0
45.0,2,5370.4,539.0
46.0,2,5466.6,543.0
47.0,2,5556.8,533.0
48.0,2,5669.111111111111,524.0
49.0,2,5768.8,530.0
50.0,2,5891.8,544.0
51.0,2,6030.2,531.0
52.0,2,6126.444444444444,534.0
53.0,2,6225.0,525.0
54.0,2,6344.0,534.0
55.0,2,6464.2,511.0
56.0,2,6547.6,535.0
57.0,2,6683.333333333333,508.0
58.0,2,6773.2,515.0
59.0,2,6889.4,510.0
60.0,2,6906.4,3.0
61.0,2,6767.4,0.0
62.0,2,6613.2,0.0
63.0,2,6466.2,0.0
64.0,2,6314.888888888889,0.0
65.0,2,6187.0,0.0
66.0,2,6044.8,0.0
67.0,2,5885.8,0.0
68.0,2,5724.0,0.0
69.0,2,5589.2,0.0
70.0,2,5443.8,0.0
71.0,2,5333.0,0.0
