benchmark,time,runs,noReload,workers,isolation,sites,counters,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
delay,60,1,true,32,RC,3,100,riak,0,0,0,0,0.020802,1536.650,83009,0.000000,0.059734
