time,workers,delay,tps
0.0,64,3484.4444444444443,7170.0
1.0,64,11484.444444444445,7734.0
2.0,64,19306.666666666668,7561.0
3.0,64,27320.88888888889,7488.0
4.0,64,34481.77777777778,7362.0
5.0,64,40931.555555555555,7178.0
6.0,64,48952.88888888889,10666.0
7.0,64,60949.333333333336,11188.0
8.0,64,71530.66666666667,9666.0
9.0,64,79587.55555555556,9300.0
10.0,64,88369.77777777778,9071.0
11.0,64,96216.0,9002.0
12.0,64,103097.6,8252.0
13.0,64,110656.0,9241.0
14.0,64,118000.0,8707.0
15.0,64,125802.66666666667,9344.0
16.0,64,134664.0,8327.0
17.0,64,142385.77777777778,9423.0
18.0,64,150664.0,8146.0
19.0,64,157980.44444444444,9088.0
20.0,64,165767.11111111112,8038.0
21.0,64,174293.33333333334,8441.0
22.0,64,182400.0,7757.0
23.0,64,189482.66666666666,8545.0
24.0,64,198456.88888888888,10699.0
25.0,64,208248.88888888888,10289.0
26.0,64,216618.66666666666,9485.0
27.0,64,225742.22222222222,9590.0
28.0,64,232486.4,5329.0
