benchmark,time,runs,noReload,workers,isolation,sites,counters,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
delay,60,1,true,16,RC,3,100,riak,0,0,0,0,0.011939,1339.126,72320,0.000000,0.034744
