time,workers,delay,tps
0.0,64,0.0,1538.0
1.0,64,768.0,1967.0
2.0,64,2208.0,2188.0
3.0,64,3520.0,2251.0
4.0,64,4256.0,2272.0
5.0,64,6176.0,2206.0
6.0,64,7424.0,2193.0
7.0,64,8768.0,2279.0
8.0,64,10304.0,2257.0
9.0,64,11808.0,2209.0
10.0,64,13280.0,2207.0
11.0,64,14336.0,2192.0
12.0,64,16064.0,2305.0
13.0,64,17472.0,2143.0
14.0,64,18528.0,2221.0
15.0,64,19968.0,2068.0
16.0,64,21248.0,2075.0
17.0,64,22720.0,2315.0
18.0,64,25088.0,2270.0
19.0,64,26656.0,2135.0
20.0,64,27840.0,2160.0
21.0,64,28992.0,2279.0
22.0,64,30592.0,2217.0
23.0,64,31776.0,2338.0
24.0,64,33024.0,2280.0
25.0,64,34368.0,2215.0
26.0,64,35264.0,2176.0
27.0,64,35872.0,2165.0
28.0,64,37120.0,2178.0
29.0,64,38464.0,2211.0
30.0,64,39904.0,2145.0
31.0,64,41536.0,2245.0
32.0,64,42912.0,2192.0
33.0,64,43520.0,2327.0
34.0,64,44032.0,2296.0
35.0,64,45888.0,2045.0
36.0,64,47360.0,2245.0
37.0,64,48576.0,2223.0
38.0,64,49792.0,2154.0
39.0,64,50528.0,2241.0
40.0,64,51456.0,2280.0
41.0,64,52224.0,2259.0
42.0,64,53536.0,2202.0
43.0,64,54720.0,2201.0
44.0,64,54912.0,2069.0
45.0,64,55808.0,2017.0
46.0,64,56416.0,2271.0
47.0,64,57120.0,2180.0
48.0,64,58112.0,2220.0
49.0,64,59456.0,2273.0
50.0,64,60480.0,2169.0
51.0,64,61312.0,2236.0
52.0,64,62400.0,2267.0
53.0,64,63232.0,2113.0
54.0,64,64000.0,2356.0
55.0,64,65088.0,2167.0
56.0,64,65952.0,2108.0
57.0,64,67072.0,2152.0
58.0,64,68352.0,2309.0
59.0,64,70016.0,2171.0
60.0,64,70528.0,513.0
61.0,64,69696.0,0.0
62.0,64,68960.0,0.0
63.0,64,68512.0,0.0
64.0,64,68096.0,0.0
65.0,64,67776.0,0.0
66.0,64,67360.0,0.0
67.0,64,66592.0,0.0
68.0,64,65770.66666666667,0.0
69.0,64,65184.0,0.0
70.0,64,64416.0,0.0
