time,workers,delay,tps
0.0,64,2993.777777777778,9531.0
1.0,64,5468.444444444444,10443.0
2.0,64,5708.8,10119.0
3.0,64,5100.8,10424.0
4.0,64,5340.444444444444,10612.0
5.0,64,7788.8,9734.0
6.0,64,6008.888888888889,9973.0
7.0,64,5990.4,10496.0
8.0,64,7296.0,10188.0
9.0,64,7552.0,10127.0
10.0,64,8780.8,10267.0
11.0,64,8533.333333333334,10300.0
12.0,64,7724.8,9814.0
13.0,64,9209.6,10266.0
14.0,64,7189.333333333333,10251.0
15.0,64,6540.8,9610.0
16.0,64,7480.888888888889,10574.0
17.0,64,7443.2,10118.0
18.0,64,8806.4,9640.0
19.0,64,8170.666666666667,10334.0
20.0,64,8313.6,9790.0
21.0,64,7957.333333333333,9561.0
22.0,64,6272.0,9936.0
23.0,64,5036.8,9557.0
24.0,64,5340.444444444444,10462.0
25.0,64,7648.0,12399.0
26.0,64,15654.4,12921.0
27.0,64,23833.6,13027.0
28.0,64,32120.88888888889,13010.0
29.0,64,40710.4,13244.0
30.0,64,49100.8,12939.0
31.0,64,57907.2,12846.0
32.0,64,66033.77777777778,13560.0
33.0,64,73171.2,13680.0
34.0,64,81600.0,12578.0
35.0,64,90112.0,13320.0
36.0,64,97784.88888888889,12982.0
37.0,64,104569.6,9798.0
38.0,64,108295.11111111111,8089.0
39.0,64,113990.4,8734.0
40.0,64,106470.4,9170.0
41.0,64,111608.88888888889,9405.0
42.0,64,98232.88888888889,9414.0
43.0,64,87072.0,9618.0
44.0,64,92906.66666666667,9851.0
45.0,64,98643.2,9393.0
46.0,64,55724.8,9858.0
47.0,64,53318.4,9550.0
48.0,64,60181.333333333336,8768.0
49.0,64,66284.8,9586.0
50.0,64,55637.333333333336,9677.0
51.0,64,20672.0,10101.0
52.0,64,26828.8,10570.0
53.0,64,29909.333333333332,9761.0
54.0,64,10982.4,10356.0
55.0,64,15008.0,10329.0
56.0,64,9843.2,9918.0
57.0,64,10339.555555555555,9688.0
58.0,64,12569.6,10802.0
59.0,64,12588.8,9918.0
60.0,64,4579.555555555556,1008.0
61.0,64,0.0,0.0
62.0,64,0.0,0.0
63.0,64,0.0,0.0
64.0,64,0.0,0.0
65.0,64,0.0,0.0
66.0,64,0.0,0.0
67.0,64,0.0,0.0
68.0,64,0.0,0.0
69.0,64,0.0,0.0
70.0,64,0.0,0.0
71.0,64,0.0,0.0
