time,workers,delay,tps
0.0,4,48.8,2600.0
1.0,4,55.6,2679.0
2.0,4,57.6,2601.0
3.0,4,52.0,2558.0
4.0,4,44.8,2539.0
5.0,4,36.4,2500.0
6.0,4,46.8,2467.0
7.0,4,58.8,2614.0
8.0,4,47.2,2578.0
9.0,4,64.0,2557.0
10.0,4,56.4,2565.0
11.0,4,50.0,2527.0
12.0,4,52.0,2475.0
13.0,4,60.0,2521.0
14.0,4,54.4,2487.0
15.0,4,59.2,2462.0
16.0,4,50.22222222222222,2467.0
17.0,4,58.0,2431.0
18.0,4,47.6,2414.0
19.0,4,50.8,2418.0
20.0,4,54.4,2452.0
21.0,4,60.8,2462.0
22.0,4,46.4,2478.0
23.0,4,54.4,2410.0
24.0,4,37.6,2306.0
25.0,4,748.8,2383.0
26.0,4,2126.8,2366.0
27.0,4,3497.6,2406.0
28.0,4,4742.222222222223,2493.0
29.0,4,6033.6,2478.0
30.0,4,7359.2,2412.0
31.0,4,8676.8,2356.0
32.0,4,9992.0,2311.0
33.0,4,11124.0,2023.0
34.0,4,12034.8,1926.0
35.0,4,12959.2,1921.0
36.0,4,13798.0,1944.0
37.0,4,14906.8,2645.0
38.0,4,11854.0,1930.0
39.0,4,55.55555555555556,2653.0
40.0,4,98.8,2678.0
41.0,4,106.8,2641.0
42.0,4,98.4,2608.0
43.0,4,31.6,2693.0
44.0,4,28.4,2684.0
45.0,4,32.4,2679.0
46.0,4,47.6,2707.0
47.0,4,35.6,2688.0
48.0,4,52.0,2634.0
49.0,4,32.0,2709.0
50.0,4,38.4,2708.0
51.0,4,40.44444444444444,2644.0
52.0,4,42.8,2708.0
53.0,4,33.6,2721.0
54.0,4,37.6,2658.0
55.0,4,33.2,2676.0
56.0,4,53.6,2714.0
57.0,4,30.8,2633.0
58.0,4,72.8,2654.0
59.0,4,60.0,2721.0
60.0,4,0.0,78.0
61.0,4,0.0,0.0
62.0,4,0.0,0.0
63.0,4,0.0,0.0
64.0,4,0.0,0.0
65.0,4,0.0,0.0
66.0,4,0.0,0.0
67.0,4,0.0,0.0
68.0,4,0.0,0.0
69.0,4,0.0,0.0
70.0,4,0.0,0.0
71.0,4,0.0,0.0
