time,workers,delay,tps
0.0,8,3.2,1115.0
1.0,8,0.0,1270.0
2.0,8,4.0,1280.0
3.0,8,2.6666666666666665,1321.0
4.0,8,6.4,1304.0
5.0,8,2.6666666666666665,1307.0
6.0,8,4.0,1323.0
7.0,8,5.333333333333333,1300.0
8.0,8,0.0,1282.0
9.0,8,4.0,1403.0
10.0,8,9.333333333333334,1266.0
11.0,8,0.0,1323.0
12.0,8,2.6666666666666665,1298.0
13.0,8,1.3333333333333333,1291.0
14.0,8,0.0,1302.0
15.0,8,8.0,1265.0
16.0,8,0.0,1268.0
17.0,8,0.0,1297.0
18.0,8,2.6666666666666665,1292.0
19.0,8,0.0,1300.0
20.0,8,1.1428571428571428,1294.0
21.0,8,3.2,1292.0
22.0,8,0.0,1291.0
23.0,8,1.3333333333333333,1294.0
24.0,8,152.0,1441.0
25.0,8,786.0,1534.0
26.0,8,1660.5714285714287,1578.0
27.0,8,2562.0,1586.0
28.0,8,3597.714285714286,1531.0
29.0,8,4520.0,1550.0
30.0,8,5465.0,1528.0
31.0,8,6448.0,1507.0
32.0,8,7502.857142857143,1571.0
33.0,8,8419.42857142857,1509.0
34.0,8,9294.0,1516.0
35.0,8,10178.285714285714,1530.0
36.0,8,11092.0,1550.0
37.0,8,11946.666666666666,1136.0
38.0,8,11717.333333333334,399.0
39.0,8,10760.0,399.0
40.0,8,9640.0,394.0
41.0,8,8533.333333333334,400.0
42.0,8,7634.666666666667,388.0
43.0,8,6314.0,391.0
44.0,8,5202.666666666667,666.0
45.0,8,4634.666666666667,1061.0
46.0,8,4216.0,1080.0
47.0,8,3706.6666666666665,1055.0
48.0,8,3085.3333333333335,1042.0
49.0,8,2580.0,1080.0
50.0,8,2168.0,1058.0
51.0,8,1698.6666666666667,1059.0
52.0,8,912.0,1110.0
53.0,8,504.0,1053.0
54.0,8,48.0,1219.0
55.0,8,1.3333333333333333,1302.0
56.0,8,0.0,1280.0
57.0,8,0.0,1329.0
58.0,8,0.0,1259.0
59.0,8,1.1428571428571428,1274.0
60.0,8,0.0,61.0
61.0,8,0.0,0.0
62.0,8,0.0,0.0
63.0,8,0.0,0.0
64.0,8,0.0,0.0
65.0,8,0.0,0.0
66.0,8,0.0,0.0
67.0,8,0.0,0.0
68.0,8,0.0,0.0
69.0,8,0.0,0.0
70.0,8,0.0,0.0
