benchmark,time,runs,noReload,workers,isolation,sites,counters,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
delay,60,1,true,2,RC,3,100,riak,0,0,0,0,0.003965,503.035,27165,0.000000,0.005449
