time,workers,delay,tps
0.0,32,128.0,1286.0
1.0,32,496.0,1583.0
2.0,32,800.0,1575.0
3.0,32,1226.6666666666667,1620.0
4.0,32,1584.0,1509.0
5.0,32,1680.0,1583.0
6.0,32,1632.0,1625.0
7.0,32,2160.0,1557.0
8.0,32,2560.0,1463.0
9.0,32,3061.3333333333335,1510.0
10.0,32,3168.0,1510.0
11.0,32,3280.0,1571.0
12.0,32,3669.3333333333335,1559.0
13.0,32,4160.0,1547.0
14.0,32,4640.0,1466.0
15.0,32,4960.0,1544.0
16.0,32,5045.333333333333,1640.0
17.0,32,4976.0,1545.0
18.0,32,4960.0,1522.0
19.0,32,5392.0,1545.0
20.0,32,6064.0,1531.0
21.0,32,6320.0,1520.0
22.0,32,6608.0,1552.0
23.0,32,7072.0,1553.0
24.0,32,7024.0,1413.0
25.0,32,6986.666666666667,1567.0
26.0,32,7840.0,1634.0
27.0,32,8320.0,1502.0
28.0,32,8992.0,1646.0
29.0,32,8880.0,1535.0
30.0,32,9226.666666666666,1615.0
31.0,32,9536.0,1440.0
32.0,32,9376.0,1417.0
33.0,32,9834.666666666666,1771.0
34.0,32,10432.0,1532.0
35.0,32,10624.0,1596.0
36.0,32,11104.0,1553.0
37.0,32,11808.0,1485.0
38.0,32,12176.0,1502.0
39.0,32,12608.0,1506.0
40.0,32,12757.333333333334,1478.0
41.0,32,13024.0,1556.0
42.0,32,13066.666666666666,1467.0
43.0,32,13328.0,1543.0
44.0,32,13536.0,1520.0
45.0,32,14165.333333333334,1489.0
46.0,32,14848.0,1610.0
47.0,32,15445.333333333334,1545.0
48.0,32,15744.0,1564.0
49.0,32,15605.333333333334,1508.0
50.0,32,16128.0,1600.0
51.0,32,16373.333333333334,1412.0
52.0,32,17088.0,1421.0
53.0,32,17312.0,1461.0
54.0,32,17781.333333333332,1543.0
55.0,32,17824.0,1505.0
56.0,32,18442.666666666668,1580.0
57.0,32,18768.0,1633.0
58.0,32,19232.0,1436.0
59.0,32,19152.0,1506.0
60.0,32,19093.333333333332,245.0
61.0,32,17866.666666666668,0.0
62.0,32,16565.333333333332,0.0
63.0,32,15317.333333333334,0.0
64.0,32,13973.333333333334,0.0
65.0,32,12416.0,0.0
66.0,32,11221.333333333334,0.0
67.0,32,10090.666666666666,0.0
68.0,32,8565.333333333334,0.0
69.0,32,7349.333333333333,0.0
70.0,32,6528.0,0.0
