benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
micro,0,1,true,1,RC,1,pg_crdt,1,100000,33128448,18989056,0.002585,386.243,100000,0.000000,0.003181
