engine,type,name,ip,bytes_sent,bytes_recv,total
riak,map,$\mathregular{Add_1}$,-,0,0,0
riak,map,$\mathregular{Add_1}$,172.19.0.6,51305535,1301719,52607254
riak,map,$\mathregular{Add_1}$,172.19.0.7,498921,4478312,4977233
