engine,type,name,ip,bytes_sent,bytes_recv,total
pg_crdt_remote,map,$\mathregular{Add_{100}}$,-,0,0,0
pg_crdt_remote,map,$\mathregular{Add_{100}}$,172.19.0.7,73099191,36258375,109357566
