engine,type,name,ip,bytes_sent,bytes_recv,total
riak,map,$\mathregular{Get_{100}}$,172.19.0.6,1381,1192,2573
riak,map,$\mathregular{Get_{100}}$,172.19.0.7,161383040,2563421,163946461
