benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
micro,0,1,true,1,RC,1,pg_crdt,1,100000,33120256,18989056,0.003266,305.858,100000,0.000000,0.003817
