time,workers,delay,tps
0.0,32,1905.7777777777778,4377.0
1.0,32,6421.333333333333,4558.0
2.0,32,10520.888888888889,4610.0
3.0,32,13525.333333333334,4592.0
4.0,32,17171.2,4642.0
5.0,32,21873.777777777777,8533.0
6.0,32,29683.2,8999.0
7.0,32,36896.0,8650.0
8.0,32,44329.6,8375.0
9.0,32,51315.2,8344.0
10.0,32,57443.555555555555,8546.0
11.0,32,63907.2,8375.0
12.0,32,71367.11111111111,8138.0
13.0,32,79078.4,8136.0
14.0,32,86476.8,8055.0
15.0,32,93525.33333333333,7899.0
16.0,32,100083.2,7807.0
17.0,32,106464.0,7868.0
18.0,32,112736.0,7714.0
19.0,32,118867.2,7615.0
20.0,32,125070.22222222222,7595.0
21.0,32,131177.6,7307.0
22.0,32,137422.22222222222,7347.0
23.0,32,143436.8,7116.0
24.0,32,149091.55555555556,7537.0
25.0,32,156540.8,7777.0
26.0,32,164782.22222222222,7866.0
27.0,32,171910.4,7574.0
28.0,32,179100.8,7516.0
29.0,32,185863.11111111112,7541.0
30.0,32,193616.0,7516.0
31.0,32,200817.77777777778,7082.0
32.0,32,207516.8,7250.0
33.0,32,214774.4,6992.0
34.0,32,220853.33333333334,7001.0
35.0,32,226880.0,6886.0
36.0,32,233558.4,7030.0
37.0,32,239331.55555555556,6286.0
38.0,32,243712.0,5732.0
39.0,32,248118.4,5535.0
40.0,32,252750.22222222222,5476.0
41.0,32,256921.6,5462.0
42.0,32,261095.11111111112,5332.0
43.0,32,265020.44444444444,5365.0
44.0,32,268924.8,5243.0
45.0,32,272949.3333333333,5220.0
46.0,32,277500.44444444444,5346.0
47.0,32,281104.0,5141.0
48.0,32,284910.22222222225,5062.0
49.0,32,288448.0,4721.0
50.0,32,291392.0,2572.0
51.0,32,291886.22222222225,1657.0
52.0,32,292355.55555555556,771.0
53.0,32,292658.28571428574,614.0
54.0,32,293155.55555555556,539.0
55.0,32,293520.0,551.0
56.0,32,294166.85714285716,612.0
57.0,32,294792.0,604.0
58.0,32,295348.0,613.0
59.0,32,295925.3333333333,551.0
60.0,32,296037.3333333333,75.0
61.0,32,295712.0,0.0
62.0,32,295557.3333333333,0.0
63.0,32,295360.0,0.0
64.0,32,295161.6,0.0
65.0,32,294976.0,0.0
66.0,32,294848.0,0.0
67.0,32,294640.0,0.0
68.0,32,294309.3333333333,0.0
69.0,32,294043.4285714286,0.0
70.0,32,293832.0,0.0
