time,workers,delay,tps
0.0,4,170.0,824.0
1.0,4,222.5,994.0
2.0,4,503.1111111111111,1049.0
3.0,4,768.0,1057.0
4.0,4,1046.0,1067.0
5.0,4,1293.3333333333333,1068.0
6.0,4,1553.0,1072.0
7.0,4,1774.5,1063.0
8.0,4,2038.2222222222222,1060.0
9.0,4,2320.5,1060.0
10.0,4,2528.0,849.0
11.0,4,1432.0,478.0
12.0,4,36.0,890.0
13.0,4,0.0,1054.0
14.0,4,0.5,1026.0
15.0,4,0.0,1011.0
16.0,4,0.0,1009.0
17.0,4,0.0,1038.0
18.0,4,0.0,1032.0
19.0,4,0.0,1022.0
20.0,4,0.0,1035.0
21.0,4,0.0,1041.0
22.0,4,0.0,1038.0
23.0,4,0.0,1055.0
24.0,4,144.0,1087.0
25.0,4,591.5,1082.0
26.0,4,1018.0,1084.0
27.0,4,1616.0,1097.0
28.0,4,2229.0,1077.0
29.0,4,2820.0,1097.0
30.0,4,3354.0,1094.0
31.0,4,3932.0,1075.0
32.0,4,4537.0,1078.0
33.0,4,5052.0,1084.0
34.0,4,5620.444444444444,1086.0
35.0,4,6146.5,1098.0
36.0,4,6681.777777777777,1089.0
37.0,4,7075.333333333333,667.0
38.0,4,5916.0,266.0
39.0,4,4004.0,237.0
40.0,4,2180.0,285.0
41.0,4,408.0,624.0
42.0,4,0.0,1036.0
43.0,4,0.0,1050.0
44.0,4,0.0,1048.0
45.0,4,0.0,1047.0
46.0,4,0.0,1041.0
47.0,4,0.0,1049.0
48.0,4,0.0,1041.0
49.0,4,0.0,1057.0
50.0,4,0.0,1073.0
51.0,4,0.0,1029.0
52.0,4,0.0,1031.0
53.0,4,0.0,1036.0
54.0,4,0.0,1022.0
55.0,4,0.0,1038.0
56.0,4,0.0,1052.0
57.0,4,0.0,1051.0
58.0,4,0.0,1045.0
59.0,4,0.0,1035.0
60.0,4,0.0,67.0
61.0,4,0.0,0.0
62.0,4,0.0,0.0
63.0,4,0.0,0.0
64.0,4,0.0,0.0
65.0,4,0.0,0.0
66.0,4,0.0,0.0
67.0,4,0.0,0.0
68.0,4,0.0,0.0
69.0,4,0.0,0.0
70.0,4,0.0,0.0
