time,workers,delay,tps
0.0,32,266.6666666666667,2016.0
1.0,32,1016.0,2418.0
2.0,32,1514.6666666666667,2499.0
3.0,32,2250.6666666666665,2341.0
4.0,32,2424.0,2319.0
5.0,32,2944.0,2450.0
6.0,32,4080.0,2611.0
7.0,32,4746.666666666667,2525.0
8.0,32,5496.0,2506.0
9.0,32,6216.0,2560.0
10.0,32,6986.666666666667,2417.0
11.0,32,7768.0,2505.0
12.0,32,8800.0,2487.0
13.0,32,9194.666666666666,2372.0
14.0,32,9760.0,2469.0
15.0,32,10581.333333333334,2364.0
16.0,32,11136.0,2565.0
17.0,32,11957.333333333334,2379.0
18.0,32,12504.0,2558.0
19.0,32,13077.333333333334,2523.0
20.0,32,14048.0,2575.0
21.0,32,15125.333333333334,2498.0
22.0,32,15872.0,2375.0
23.0,32,16392.0,2515.0
24.0,32,17194.666666666668,2562.0
25.0,32,17973.333333333332,2541.0
26.0,32,18848.0,2473.0
27.0,32,19690.666666666668,2623.0
28.0,32,20437.333333333332,2392.0
29.0,32,21152.0,2464.0
30.0,32,22005.333333333332,2320.0
31.0,32,22672.0,2485.0
32.0,32,23338.666666666668,2188.0
33.0,32,23765.333333333332,2441.0
34.0,32,24152.0,2505.0
35.0,32,24832.0,2663.0
36.0,32,25640.0,2334.0
37.0,32,26517.333333333332,2519.0
38.0,32,26922.666666666668,2509.0
39.0,32,28152.0,2720.0
40.0,32,29056.0,2621.0
41.0,32,30344.0,2544.0
42.0,32,31232.0,2477.0
43.0,32,32224.0,2642.0
44.0,32,33077.333333333336,2682.0
45.0,32,33450.666666666664,2669.0
46.0,32,34504.0,2775.0
47.0,32,35317.333333333336,2632.0
48.0,32,36144.0,2706.0
49.0,32,37013.333333333336,2824.0
50.0,32,37800.0,2619.0
51.0,32,38773.333333333336,2609.0
52.0,32,39568.0,2655.0
53.0,32,40661.333333333336,2752.0
54.0,32,40949.333333333336,2668.0
55.0,32,41621.333333333336,2518.0
56.0,32,42154.666666666664,2706.0
57.0,32,42912.0,2762.0
58.0,32,44024.0,2566.0
59.0,32,44320.0,2375.0
60.0,32,44230.4,476.0
61.0,32,42662.4,0.0
62.0,32,41420.8,0.0
63.0,32,39864.0,0.0
64.0,32,38330.666666666664,0.0
65.0,32,36504.0,0.0
66.0,32,35257.6,0.0
67.0,32,33542.4,0.0
68.0,32,31865.6,0.0
69.0,32,30080.0,0.0
70.0,32,28832.0,0.0
