time,workers,delay,tps
0.0,16,1288.888888888889,2722.0
1.0,16,3297.777777777778,2878.0
2.0,16,4438.4,2894.0
3.0,16,5875.555555555556,2961.0
4.0,16,9084.8,6908.0
5.0,16,15079.111111111111,6719.0
6.0,16,19868.8,6235.0
7.0,16,24769.6,5757.0
8.0,16,29543.11111111111,5853.0
9.0,16,34262.4,5548.0
10.0,16,38478.22222222222,5336.0
11.0,16,41921.6,4658.0
12.0,16,44830.4,4846.0
13.0,16,48245.333333333336,4778.0
14.0,16,51952.0,4706.0
15.0,16,55382.4,4621.0
16.0,16,58528.0,4607.0
17.0,16,61555.2,4481.0
18.0,16,64944.0,4438.0
19.0,16,68206.22222222222,4468.0
20.0,16,71515.2,4441.0
21.0,16,74725.33333333333,4343.0
22.0,16,77916.8,4350.0
23.0,16,81345.6,4345.0
24.0,16,84695.11111111111,4305.0
25.0,16,88280.0,4276.0
26.0,16,92316.44444444444,4255.0
27.0,16,96361.6,4301.0
28.0,16,100761.6,4213.0
29.0,16,104592.0,4247.0
30.0,16,108638.4,4207.0
31.0,16,112612.8,4133.0
32.0,16,116779.2,4208.0
33.0,16,120528.0,4164.0
34.0,16,124750.4,4086.0
35.0,16,128636.8,4103.0
36.0,16,132389.33333333334,4166.0
37.0,16,135934.4,4123.0
38.0,16,139312.0,3903.0
39.0,16,141856.0,3896.0
40.0,16,144679.11111111112,3881.0
41.0,16,147054.4,3885.0
42.0,16,149432.0,3809.0
43.0,16,151852.44444444444,3787.0
44.0,16,154224.0,3752.0
45.0,16,156892.8,3767.0
46.0,16,159339.2,3689.0
47.0,16,161876.8,3648.0
48.0,16,164224.0,3677.0
49.0,16,166561.6,3662.0
50.0,16,169027.2,3582.0
51.0,16,171221.33333333334,3573.0
52.0,16,173072.0,3520.0
53.0,16,175644.8,3539.0
54.0,16,177987.2,3450.0
55.0,16,180099.55555555556,3461.0
56.0,16,181971.2,3354.0
57.0,16,183905.6,3395.0
58.0,16,185918.4,3384.0
59.0,16,188216.88888888888,3357.0
60.0,16,189112.0,183.0
61.0,16,188083.2,0.0
62.0,16,187235.2,0.0
63.0,16,186176.0,0.0
64.0,16,185208.0,0.0
65.0,16,184347.2,0.0
66.0,16,183500.8,0.0
67.0,16,182518.4,0.0
68.0,16,181596.44444444444,0.0
69.0,16,180632.0,0.0
70.0,16,180080.0,0.0
