benchmark,time,runs,noReload,workers,isolation,sites,counters,engine,mergeBatchSize,mergeDelta,mergeParallelism,readMode,writeMode,endSize,startSize,rt,tps,ct,ar,rtP95
delay,60,1,true,64,RC,3,100,crdv-sync,10000,0.05,1,local,sync,166150144,0,0.002162,29577.755,1597226,0.000000,0.002982
