benchmark,time,runs,noReload,workers,isolation,sites,counters,engine,mergeBatchSize,mergeDelta,mergeParallelism,readMode,writeMode,endSize,startSize,rt,tps,ct,ar,rtP95
delay,60,1,true,32,RC,3,100,crdv-sync,10000,0.05,1,local,sync,152657920,0,0.002404,13300.426,718235,0.000000,0.006283
