time,workers,delay,tps
0.0,16,4.0,1549.0
1.0,16,32.0,1911.0
2.0,16,52.0,1805.0
3.0,16,28.8,1851.0
4.0,16,32.0,1876.0
5.0,16,44.8,1846.0
6.0,16,120.0,1843.0
7.0,16,68.0,1853.0
8.0,16,9.6,1852.0
9.0,16,22.4,1869.0
10.0,16,84.0,1884.0
11.0,16,102.4,1844.0
12.0,16,64.0,1849.0
13.0,16,92.8,1842.0
14.0,16,72.0,1868.0
15.0,16,80.0,1845.0
16.0,16,60.0,1848.0
17.0,16,60.8,1850.0
18.0,16,60.0,1855.0
19.0,16,60.0,1890.0
20.0,16,38.4,1836.0
21.0,16,44.0,1877.0
22.0,16,54.4,1852.0
23.0,16,20.0,1860.0
24.0,16,397.3333333333333,2712.0
25.0,16,2107.4285714285716,3211.0
26.0,16,3952.0,3147.0
27.0,16,5634.0,3265.0
28.0,16,7714.285714285715,3241.0
29.0,16,9458.666666666666,3226.0
30.0,16,11074.285714285714,3185.0
31.0,16,12874.666666666666,3187.0
32.0,16,14923.42857142857,3198.0
33.0,16,17146.0,3183.0
34.0,16,18992.0,3269.0
35.0,16,20628.571428571428,3256.0
36.0,16,22381.714285714286,3214.0
37.0,16,23738.666666666668,2386.0
38.0,16,23576.0,1340.0
39.0,16,22968.0,1345.0
40.0,16,22166.4,1326.0
41.0,16,21432.0,1161.0
42.0,16,20744.0,1366.0
43.0,16,20182.4,1345.0
44.0,16,19544.0,1265.0
45.0,16,19032.0,1326.0
46.0,16,18612.0,1312.0
47.0,16,17808.0,1324.0
48.0,16,17256.0,1386.0
49.0,16,16748.0,1256.0
50.0,16,15942.4,1285.0
51.0,16,15408.0,1303.0
52.0,16,14672.0,1158.0
53.0,16,13897.6,1277.0
54.0,16,13432.0,1319.0
55.0,16,13308.0,1314.0
56.0,16,12851.2,1375.0
57.0,16,12554.666666666666,1243.0
58.0,16,12224.0,1286.0
59.0,16,11584.0,1278.0
60.0,16,10816.0,281.0
61.0,16,8902.4,0.0
62.0,16,7324.8,0.0
63.0,16,5232.0,0.0
64.0,16,3401.6,0.0
65.0,16,1405.3333333333333,0.0
66.0,16,9.142857142857142,0.0
67.0,16,0.0,0.0
68.0,16,0.0,0.0
69.0,16,0.0,0.0
70.0,16,0.0,0.0
