benchmark,time,runs,noReload,workers,isolation,sites,counters,engine,mergeBatchSize,mergeDelta,mergeParallelism,readMode,writeMode,endSize,startSize,rt,tps,ct,ar,rtP95
delay,60,1,true,2,RC,3,100,crdv-sync,10000,0.05,1,local,sync,17752064,0,0.001488,1341.646,72450,0.000000,0.002032
