time,workers,delay,tps
0.0,64,1088.0,2828.0
1.0,64,3328.0,3543.0
2.0,64,5792.0,3405.0
3.0,64,7616.0,3750.0
4.0,64,10176.0,3593.0
5.0,64,13152.0,3814.0
6.0,64,15264.0,3470.0
7.0,64,17344.0,3760.0
8.0,64,19264.0,3774.0
9.0,64,21056.0,3602.0
10.0,64,23232.0,3659.0
11.0,64,25685.333333333332,3826.0
12.0,64,27744.0,3585.0
13.0,64,29760.0,3689.0
14.0,64,31520.0,3581.0
15.0,64,33621.333333333336,3715.0
16.0,64,36512.0,3792.0
17.0,64,38880.0,3700.0
18.0,64,40864.0,3523.0
19.0,64,43008.0,3471.0
20.0,64,44778.666666666664,3624.0
21.0,64,46880.0,3684.0
22.0,64,49248.0,3711.0
23.0,64,52096.0,3598.0
24.0,64,54208.0,3497.0
25.0,64,55552.0,3674.0
26.0,64,57962.666666666664,3715.0
27.0,64,59808.0,3637.0
28.0,64,61664.0,3790.0
29.0,64,64256.0,3601.0
30.0,64,66528.0,3792.0
31.0,64,67840.0,3771.0
32.0,64,69760.0,3623.0
33.0,64,72288.0,3599.0
34.0,64,74592.0,3662.0
35.0,64,76928.0,3620.0
36.0,64,78720.0,3694.0
37.0,64,80864.0,3653.0
38.0,64,82304.0,3710.0
39.0,64,83818.66666666667,3649.0
40.0,64,85280.0,3770.0
41.0,64,87840.0,3759.0
42.0,64,90218.66666666667,3605.0
43.0,64,91808.0,3562.0
44.0,64,93973.33333333333,3832.0
45.0,64,95520.0,3706.0
46.0,64,97600.0,3749.0
47.0,64,100672.0,3626.0
48.0,64,103008.0,3618.0
49.0,64,105770.66666666667,3647.0
50.0,64,107200.0,3638.0
51.0,64,108928.0,3773.0
52.0,64,111008.0,3671.0
53.0,64,113152.0,3654.0
54.0,64,115200.0,3407.0
55.0,64,116096.0,3734.0
56.0,64,117952.0,3618.0
57.0,64,119808.0,3716.0
58.0,64,122016.0,3741.0
59.0,64,123936.0,3636.0
60.0,64,125952.0,1129.0
61.0,64,125616.0,0.0
62.0,64,124688.0,0.0
63.0,64,123609.6,0.0
64.0,64,122432.0,0.0
65.0,64,121296.0,0.0
66.0,64,120160.0,0.0
67.0,64,119136.0,0.0
68.0,64,118016.0,0.0
69.0,64,116458.66666666667,0.0
70.0,64,115626.66666666667,0.0
