time,workers,delay,tps
0.0,32,1020.8,15647.0
1.0,32,969.6,14930.0
2.0,32,854.4,13812.0
3.0,32,707.2,13540.0
4.0,32,659.2,12874.0
5.0,32,947.2,12871.0
6.0,32,1011.2,13077.0
7.0,32,848.0,12959.0
8.0,32,604.8,13472.0
9.0,32,664.8888888888889,12539.0
10.0,32,534.4,11409.0
11.0,32,640.0,11395.0
12.0,32,739.2,11203.0
13.0,32,387.2,10449.0
14.0,32,425.6,10276.0
15.0,32,508.8,10349.0
16.0,32,502.4,10300.0
17.0,32,832.0,9818.0
18.0,32,1334.4,9364.0
19.0,32,1385.6,10053.0
20.0,32,963.5555555555555,10136.0
21.0,32,1606.4,9916.0
22.0,32,1600.0,10127.0
23.0,32,742.4,10436.0
24.0,32,576.0,10749.0
25.0,32,3811.2,9956.0
26.0,32,10905.6,10628.0
27.0,32,18368.0,10309.0
28.0,32,25689.6,10891.0
29.0,32,32739.2,10734.0
30.0,32,39008.0,10996.0
31.0,32,45734.4,10205.0
32.0,32,53148.8,10783.0
33.0,32,60665.6,10515.0
34.0,32,68700.8,11819.0
35.0,32,78627.2,17225.0
36.0,32,89158.4,17407.0
37.0,32,100329.6,17205.0
38.0,32,105038.22222222222,14412.0
39.0,32,83984.0,15704.0
40.0,32,21939.2,16427.0
41.0,32,14691.2,16524.0
42.0,32,5920.0,16452.0
43.0,32,2169.6,16574.0
44.0,32,2122.6666666666665,16627.0
45.0,32,2313.6,16602.0
46.0,32,2380.8,16630.0
47.0,32,2553.6,16620.0
48.0,32,2134.4,16632.0
49.0,32,2592.0,16696.0
50.0,32,2272.0,16593.0
51.0,32,2544.0,16634.0
52.0,32,2422.4,16608.0
53.0,32,2512.0,16639.0
54.0,32,2972.4444444444443,16606.0
55.0,32,2694.4,16627.0
56.0,32,2601.6,16620.0
57.0,32,2582.4,16602.0
58.0,32,2009.6,16794.0
59.0,32,2435.2,16555.0
60.0,32,144.0,146.0
61.0,32,0.0,0.0
62.0,32,0.0,0.0
63.0,32,0.0,0.0
64.0,32,0.0,0.0
65.0,32,0.0,0.0
66.0,32,0.0,0.0
67.0,32,0.0,0.0
68.0,32,0.0,0.0
69.0,32,0.0,0.0
70.0,32,0.0,0.0
