benchmark,time,runs,noReload,workers,isolation,sites,counters,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
delay,60,1,true,4,RC,1,100,pg_crdt,0,0,23060480,0,0.003170,1260.867,68088,0.000000,0.004347
