benchmark,time,runs,noReload,workers,isolation,sites,counters,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
delay,60,1,true,4,RC,3,100,riak,0,0,0,0,0.004081,979.294,52884,0.000000,0.005982
