time,workers,delay,tps
0.0,64,2837.3333333333335,6882.0
1.0,64,9592.888888888889,7290.0
2.0,64,16704.0,7245.0
3.0,64,23537.777777777777,7225.0
4.0,64,29368.88888888889,7155.0
5.0,64,35498.666666666664,7236.0
6.0,64,43264.0,9923.0
7.0,64,54805.333333333336,12708.0
8.0,64,66016.0,11701.0
9.0,64,76373.33333333333,9700.0
10.0,64,84352.0,9599.0
11.0,64,92814.22222222222,9107.0
12.0,64,100849.77777777778,9248.0
13.0,64,108423.11111111111,9470.0
14.0,64,115498.66666666667,9306.0
15.0,64,124202.66666666667,9784.0
16.0,64,132252.44444444444,9516.0
17.0,64,140657.77777777778,8915.0
18.0,64,147541.33333333334,9038.0
19.0,64,155648.0,8871.0
20.0,64,162645.33333333334,8795.0
21.0,64,170090.66666666666,9383.0
22.0,64,176732.44444444444,8436.0
23.0,64,184028.44444444444,8919.0
24.0,64,193685.33333333334,10836.0
25.0,64,206300.44444444444,10266.0
26.0,64,215594.66666666666,9527.0
27.0,64,225984.0,9617.0
28.0,64,234664.0,9375.0
29.0,64,243569.77777777778,8835.0
30.0,64,253084.44444444444,9197.0
31.0,64,262144.0,9033.0
32.0,64,270954.6666666667,9566.0
33.0,64,279715.55555555556,9265.0
34.0,64,288448.0,5874.0
35.0,64,293840.0,4873.0
36.0,64,298272.0,4810.0
37.0,64,302698.6666666667,4753.0
38.0,64,306304.0,4756.0
39.0,64,310328.0,4573.0
40.0,64,313225.14285714284,4172.0
41.0,64,315392.0,3912.0
42.0,64,317376.0,2830.0
43.0,64,319128.0,1473.0
44.0,64,320344.0,1090.0
45.0,64,321718.85714285716,1007.0
46.0,64,322587.4285714286,912.0
47.0,64,323565.71428571426,666.0
48.0,64,324080.0,636.0
49.0,64,324792.0,529.0
50.0,64,325138.28571428574,505.0
51.0,64,325482.6666666667,403.0
52.0,64,325813.3333333333,434.0
53.0,64,326069.3333333333,406.0
54.0,64,326218.6666666667,390.0
55.0,64,326474.6666666667,388.0
56.0,64,326656.0,351.0
57.0,64,326950.4,322.0
58.0,64,327321.6,321.0
59.0,64,327498.6666666667,347.0
60.0,64,327632.0,78.0
61.0,64,327616.0,0.0
62.0,64,327472.0,0.0
63.0,64,327244.8,0.0
64.0,64,327168.0,0.0
65.0,64,327168.0,0.0
66.0,64,327104.0,0.0
67.0,64,327018.6666666667,0.0
68.0,64,326928.0,0.0
69.0,64,326886.4,0.0
70.0,64,326848.0,0.0
