benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
micro,60,3,true,64,RC,1,electric,1024,1,3219456,2981888,0.004865,13149.413,710150,0.000000,0.008010
