benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
micro,60,3,true,64,n/a,1,riak,4,1,383,383,0.213425,298.649,16192,0.000000,0.223637
