benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,endSize,startSize,rt,tps,ct,ar,rtP95
micro,60,3,false,1,n/a,1,riak,1,100000,34885588,34885588,0.002066,482.802,26072,0.000000,0.004101
micro,60,3,false,1,n/a,1,riak,2,50000,18437595,18437595,0.002071,481.780,26017,0.000000,0.004117
micro,60,3,false,1,n/a,1,riak,4,25000,9883535,9883535,0.002102,474.714,25635,0.000000,0.004142
micro,60,3,false,1,n/a,1,riak,8,12500,5651666,5651666,0.002140,466.132,25172,0.000000,0.004197
micro,60,3,false,1,n/a,1,riak,16,6250,3619118,3619118,0.002209,451.582,24387,0.000000,0.004291
micro,60,3,false,1,n/a,1,riak,32,3125,2488520,2488520,0.002289,435.903,23539,0.000000,0.004396
micro,60,3,false,1,n/a,1,riak,64,1562,1864025,1864025,0.002452,407.054,21982,0.000000,0.004684
micro,60,3,false,1,n/a,1,riak,128,781,1612792,1612792,0.002658,375.594,20283,0.000000,0.004900
