benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,mergeBatchSize,mergeDelta,mergeParallelism,readMode,writeMode,endSize,startSize,rt,tps,ct,ar,rtP95,writePercentage
micro,60,3,true,64,RC,1,sync,1,1,10000,0.05,1,local,sync,1581056,122880,0.014440,4428.711,239306,0.000000,0.072147,20
